Phil Hubbard, 80
Mike Bantom, 81
Dwayne Polee, 77
Kirk Haston, 81
Reggie Evans, 80
Anthony Tucker, 80
Tyronn Lue, 72
Tom Hawkins, 77
Scott Padgett, 81
Glenn McDonald, 78
Sean May, 81
DaJuan Summers, 80
Herm Hedderick, 77
Alvin Robertson, 75
Thales McReynolds, 75
Quincy Douby, 75
Bobby Phills, 77
Daniel Orton, 82
Hank Whitney, 79
Al-Farouq Aminu, 81
James Blackwell, 72
Cleo Hill, 73
Reggie Harding, 84
Porter Meriwether, 74
Nick Shaback, 71
Kyle O'Quinn, 82
Jawad Williams, 81
James Johnson, 81
Jeff Hornacek, 75
Ray Epps, 78
Joe Smith, 82
Terrence Williams, 78
Ray Radziszewski, 77
Lou Spicer, 74
Marcus Cousin, 83
Toni Kukoc, 82
Elmore Spencer, 84
Luther Green, 79
Jay Edwards, 76
Edmund Lawrence, 84
John Crotty, 73
Mike Brittain, 84
Wayne Cooper, 82
Ryan Stack, 83
Byron Irvin, 77
Bruce Flowers, 80
Stan Stutz, 70
Dennis Rodman, 79
Steve Hayes, 84
John Lucas, 75
John III, 75
Dexter Boney, 76
Rick Mount, 75
Marquis Daniels, 78
Harry Boykoff, 82
Dean Tolson, 80
Manu Ginobili, 78
Adrian Branch, 79
Mike Evans, 73
Josh Powell, 81
Brian Davis, 79
Art Long, 81
Leandro Barbosa, 75
Lester Conner, 76
Steve Scheffler, 81
Derrick Gervin, 80
Dick Schnittker, 77
Ray Tolbert, 81
Barry Stevens, 77
Jordan Hill, 82
Randy Brown, 74
Kevin Restani, 81
Byron Houston, 77
Rich Manning, 83
Jarvis Hayes, 79
Derek Strong, 80
Rudy Fernandez, 78
Jerome James, 84
Mike Taylor, 74
Dave Schellhase, 75
Michael Curry, 77
Harvey Marlatt, 75
Harry Donovan, 74
Carroll Hooser, 79
Keith Herron, 78
Lee Robbins, 75
David Stockton, 71
John Thomas, 81
Dennis Van Zant, 81
Gary Suiter, 81
John O'Boyle, 74
Keith Edmonson, 77
Kevin Burleson, 75
Wilbert Kautz, 72
Tyler Johnson, 76
John Pilch, 75
JaJuan Johnson, 82
George Feigenbaum, 73
Perry Young, 77
Bob Faught, 77
Byron Beck, 81
Larry Smith, 80
Ronald Dupree, 79
Anthony Mason, 79
Wendell Ladner, 77
Tristan Thompson, 80
Danny Wagner, 72
John Johnson, 79
Earl Shannon, 71
Alex Bradley, 78
Casper Ware, 70
Tom Boswell, 81
Leonard Gray, 80
Bob Mullens, 73
John Rennicke, 74
Rodney Carney, 79
Vern Fleming, 77
Luc Mbah a Moute, 80
Luc Moute, 80
Lamond Murray, 79
Jimmy King, 77
Red Rocha, 81
Will Perdue, 84
Norm Grekin, 77
Tony Mitchell, 80
Craig Dill, 83
Gary Plummer, 81
Delaney Rudd, 74
Jordan Adams, 77
Thurl Bailey, 83
Lance Allred, 83
Mason Plumlee, 82
Johnny Mathis, 78
Otis Birdsong, 75
Kenny Walker, 80
Paul Shirley, 82
Mac Otten, 79
Tony Dumas, 78
Horace Grant, 82
Ronald Franz, 79
Ralph Johnson, 71
Willie Jones, 75
Lee Knorek, 79
John Abramovic, 75
Chuck Terry, 78
Sonny Parker, 78
Sarunas Jasikevicius, 76
Keith Langford, 76
Clinton Smith, 78
Jerry Grote, 76
Chucky Brown, 79
Willie Anderson, 79
Chris Ford, 77
Corky Calhoun, 79
Bill Allen, 80
Al Butler, 74
Don Carlos, 77
Chris Robinson, 77
Aubrey Davis, 74
Steven Adams, 84
Kenny Higgs, 72
Ruben Wolkowyski, 82
Ned Endress, 74
Metta World Peace, 78
Metta Peace, 78
Jerome Lane, 78
Rich Rinaldi, 75
Reggie Royals, 82
Trevor Winter, 84
Walter Piatkowski, 80
Jeremy Evans, 81
John Schweitz, 78
Mike Hall, 80
Bobby Hooper, 72
Bob Cluggish, 82
LaMarcus Aldridge, 83
Butch Lee, 72
Howie Montgomery, 77
Leo Barnhorst, 76
Brad Wright, 83
John Mandic, 76
Beno Udrih, 75
Bill Bradley, 77
Brian Martin, 81
Chris Paul, 72
Rob Rose, 77
Howard Nathan, 71
Lou Hudson, 77
Kemba Walker, 73
Gerald Wilkins, 78
Terry Davis, 81
Dave Minor, 74
Cedric Simmons, 81
Maalik Wayns, 74
Terry Driscoll, 79
Bill Robinzine, 79
Dale Ellis, 79
Adam Harrington, 77
Howie Shannon, 74
Pep Saul, 74
Corey Crowder, 77
Hassan Adams, 76
Alan Anderson, 78
Dale Davis, 83
Dale Hamilton, 72
Mal Graham, 73
Paul Westphal, 76
Kirk Hinrich, 75
Randy Denton, 82
Ike Diogu, 80
Wayne Molis, 80
Jonny Flynn, 72
Cory Joseph, 75
Willie Allen, 78
Clyde Lovellette, 81
Jim Holstein, 75
Richard Anderson, 82
Vic Bartolome, 84
Hank Williams, 77
Mark Davis, 79
Art Heyman, 77
Lou Tsioropoulos, 77
Patrick Christopher, 77
Jim Browne, 82
Donald Sloan, 75
Howie Janotta, 75
Nikita Wilson, 80
Roy Hibbert, 86
Russ Smith, 72
Joe Dumars, 75
Dave Jamerson, 77
Kenny Battle, 78
Ron Sobie, 75
Charles Oakley, 80
Floyd Volker, 76
Art Spoelstra, 81
Tom Garrick, 74
Ed Davis, 82
Roy McPipe, 75
Jayson Williams, 81
Connie Hawkins, 80
Tony Koski, 80
Fatty Taylor, 72
Rodrick Rhodes, 78
Sidney Green, 81
Johnny Egan, 71
Max Zaslofsky, 74
Vern Hatton, 75
Bill Meyer, 75
Bill Dinwiddie, 79
Lorenzen Wright, 83
Steve Colter, 75
Orlando Graham, 80
Rory White, 80
LaBradford Smith, 75
Donald Hodge, 84
Orlando Woolridge, 81
Wardell Jackson, 79
Terry Porter, 75
Austin Rivers, 76
Maurice Lucas, 81
Mickey Davis, 79
Gary Gregor, 79
Kyrie Irving, 75
Eddie Gill, 72
Darrell Arthur, 81
Scot Pollard, 83
Greg Fillmore, 85
Joe Harris, 78
John Tschogl, 78
Tom Chambers, 82
Jack Tingle, 76
Lonnie Shelton, 80
David Benoit, 80
Eric Fernsten, 82
Jim Price, 75
Radisav Curcic, 82
Doug Bolstorff, 76
Eddie Basden, 77
Thomas Gardner, 77
Harold Fox, 74
Morris Peterson, 79
Jordan Farmar, 74
Jeff Halliburton, 77
Frank Kornet, 81
Eric Riley, 84
Todd Mundt, 84
Alex Hannum, 79
Kenneth Faried, 80
Earl Barron, 84
Rich Niemann, 84
Fred Carter, 75
Dallas Thornton, 76
Charles Pittman, 80
Reggie Miller, 79
John Havlicek, 77
Vince Carter, 78
Rick Weitzman, 74
Bradley Beal, 77
Jake Weber, 78
Scotty Hopson, 79
Bob Tough, 72
Doug Overton, 75
Bob Feerick, 75
Evric Gray, 79
Guy Sparrow, 78
Lester Hudson, 75
Tyler Ennis, 74
Andres Nocioni, 79
Cedric Ceballos, 78
Steve Bardo, 77
Sam Cassell, 75
Chris Dudley, 83
Sonny Weems, 78
Dick Barnett, 76
Leo Klier, 74
Jerryd Bayless, 75
Xavier McDaniel, 79
Wali Jones, 74
Rasual Butler, 79
Maurice Harkless, 80
Willie Naulls, 78
Etdrick Bohannon, 81
Marlon Garnett, 74
Terry Teagle, 77
Roger Powell, 78
Dave Britton, 76
Tom Black, 82
Nikola Pekovic, 83
Jacque Vaughn, 73
Ed Bartels, 77
Khalid El-Amin, 70
Lazar Hayward, 78
Tyrone Hill, 81
Othyus Jeffers, 77
Isaiah Wilson, 74
Mark Madsen, 81
Stewart Granger, 75
Toney Douglas, 74
Chris Morris, 80
Henry James, 80
Mark Jones, 78
Jake Carter, 76
Bucky McConnell, 70
Al Ferrari, 76
Michael McDonald, 82
Abdul Jeelani, 80
Claude Overton, 74
J.R. Henderson, 80
Erv Staggs, 78
Max Morris, 74
David Burns, 74
Lawrence Funderburke, 81
Erik Daniels, 80
Pape Sy, 79
Jim Fritsche, 80
George Tinsley, 77
Vlade Divac, 85
Don Ford, 81
Bobby Cattage, 81
Earl Gardner, 75
Bob Hubbard, 78
Nick Young, 78
Jay Humphries, 75
Jim Spanarkel, 77
Larry Moore, 79
Walter McCarty, 82
Emeka Okafor, 82
Bernie Harris, 82
Tom Stith, 77
Bud Palmer, 76
Alan Hardy, 79
Frank Mangiapane, 70
Brian Taylor, 74
Matt Guokas, 77
Donte Greene, 83
Esteban Batista, 82
Joseph Forte, 76
Chuck Mrazovich, 77
Michael Ansley, 79
Claude Virden, 78
Ray Blume, 76
Baron Davis, 75
Eddie Hughes, 70
Ian Lockhart, 80
Patrick Beverley, 73
Jim Burns, 75
Howie Carl, 69
James Cotton, 77
Joe Alexander, 80
Dennis Hopson, 77
Tony Lavelli, 75
Jerome Harmon, 76
Lloyd Batts, 76
Ollie Darden, 79
Tony Brown, 78
Leon Blevins, 74
Bird Averitt, 73
Terry Furlow, 76
Harold Jamison, 80
Jon Barry, 76
Ray Ellefson, 80
Dee Gibson, 71
Glen Davis, 81
George Patterson, 80
Hakeem Olajuwon, 84
Negele Knight, 73
Derrick Chievous, 79
Gerald Govan, 82
Greg Wittman, 80
Arvid Kramer, 81
Cazzie Russell, 77
Larry Finch, 74
Cuonzo Martin, 77
Charlie Ward, 74
Ty Lawson, 71
Eddie Jones, 78
Troy Murphy, 83
Luke Jackson, 79
Mike Grosso, 81
Kannard Johnson, 81
Tim Thomas, 82
Larry Steele, 77
Nick Fazekas, 83
Johnny Austin, 72
Buck Johnson, 79
Derek Harper, 76
Todd Fuller, 83
Ron King, 76
Spud Webb, 66
Chuck Nevitt, 89
Perry Warbington, 74
Derek Anderson, 77
John Bagley, 72
Ollie Johnson, 78
Don Putman, 73
Dick Dickey, 73
Bill Gabor, 71
Tom Burleson, 86
Brad Miller, 83
John Hummer, 81
John Coker, 84
Stephen Chubin, 74
Gale Bishop, 75
Soumaila Samake, 84
Anthony Grundy, 75
Hank Finkel, 84
Glenn Robinson, 79
Kwame Brown, 83
Ed Kalafat, 78
Jack Gillespie, 78
Mookie Blaylock, 72
Rich Jones, 78
Ron Shavlik, 80
Marcus Brown, 75
Ron Sanford, 81
Larry Mikan, 79
Carmelo Anthony, 80
Andy O'Donnell, 73
Leo Gottlieb, 71
Terry Catledge, 80
Stan Love, 81
Jae Crowder, 79
Marquis Teague, 74
Arnett Moultrie, 83
Tom Gugliotta, 82
Jeremy Lamb, 77
Bob Brown, 76
Johnny Bach, 74
Charlie Hardnett, 80
Butch Graves, 75
Shawn Kemp, 82
Ron Johnson, 80
Travis Williams, 78
Ron Grandison, 78
Charlie Parsley, 74
Chuck Grigsby, 77
Wayne Stevens, 75
Brandon Bass, 80
Scott Meents, 82
Hoot Gibson, 77
Jumaine Jones, 80
Wilson Chandler, 80
Sergei Bazarevich, 74
Derek Fisher, 73
Tom Scheffler, 83
Devin Gray, 79
Jose Calderon, 75
Travis Mays, 74
Bailey Howell, 79
Keith Tower, 83
Del Beshore, 71
Horacio Llamas Grey, 83
Nate Thurmond, 83
Jim Cleamons, 75
Stew Johnson, 80
Nolan Smith, 74
Bobby Washington, 71
Paul Grant, 84
Bobby Cook, 70
Jerrelle Benimon, 80
John Olive, 79
Mark Bryant, 81
Dick Holub, 78
Rick Brunson, 76
Billy McKinney, 72
Adrian Caldwell, 80
Luke Babbitt, 81
Arnie Johnson, 77
Isaiah Rider, 77
Ricky Ledo, 79
Bud Olsen, 80
Kyle Singler, 80
Brad Lohaus, 83
Hassan Whiteside, 84
Anthony Taylor, 76
Will Frazier, 79
Luther Wright, 86
Richie Frahm, 77
Billy Reid, 77
Wally Szczerbiak, 79
Gary Melchionni, 74
Ramon Sessions, 75
Joe Crawford, 77
Clyde Dickey, 75
Terry Dehere, 74
Sam Perkins, 81
Jerry Dover, 67
Lorenzo Romar, 73
Sundiata Gaines, 73
Jeff Taylor, 76
Yuta Tabuse, 69
Mike Dabich, 84
Detlef Schrempf, 81
Joe Kleine, 83
Hal Hale, 73
Frido Frey, 74
Phil Lumpkin, 72
Ibo Kutluay, 78
Pero Antic, 83
Antonio Anderson, 78
Rick Wilson, 77
Mel Gibson, 75
Tony Campbell, 79
Dennis Schroder, 73
Brandon Jennings, 73
Jim Brogan, 76
Ed Searcy, 78
Anthony Avent, 81
Kedrick Brown, 79
Franklin Edwards, 73
Shane Edwards, 79
Danny Schayes, 83
Mel Hutchins, 78
Pete Darcey, 79
Wilbur Holland, 72
Oleksiy Pecherov, 84
Riney Lochmann, 78
Melvin Newbern, 76
Ed Gayda, 76
Hamady N'Diaye, 84
Larry Foust, 81
Charles Barkley, 78
Slick Watts, 73
Pete Maravich, 77
Simmie Hill, 79
Earnie Killum, 75
Gordon Hayward, 80
Marco Belinelli, 77
Markel Brown, 75
Bill Ebben, 76
Rodney Hood, 80
John Shumate, 81
DeMarre Carroll, 80
Mike Dunleavy, 75
Gabe Pruitt, 76
Malcolm Mackey, 81
Hank Biasatti, 71
Etan Thomas, 81
Gary Gray, 73
Joe Meriweather, 82
Jarrett Durham, 77
Kyle Anderson, 81
Bill Downey, 78
Cedrick Hordges, 80
Jerry Eaves, 76
Larry Robinson, 75
Levi Fontaine, 76
Ken Menke, 72
Travis Outlaw, 81
Damon Jones, 75
Larry Conley, 75
Alec Kessler, 83
Bobby Smith, 76
Ben Coleman, 81
Ed Horton, 80
Robert Smith, 71
Luke Harangody, 80
Walker Russell, 72
Walt Lautenbach, 74
Otis Howard, 79
Frank Reddout, 77
Bill Willoughby, 80
Trey Gilder, 81
Fred Paine, 77
John Turner, 80
Howard Eisley, 74
Bobby Hurley, 72
Jan Vesely, 83
Torraye Braggs, 80
Donald Washington, 80
Ray McCallum, 75
John Mahnken, 80
Steve Novak, 82
Chuck Mencel, 72
Dwayne Jones, 83
Milo Komenich, 79
Jack Sikma, 83
Gerald Madkins, 76
Dave Johnson, 79
Josh Howard, 79
Reggie Williams, 79
Ralph Beard, 70
Doug Roth, 83
Bob Duffy, 75
Jesse Arnelle, 77
Donta Smith, 79
Terrel Harris, 77
Courtney Sims, 82
Larry Cannon, 76
Nando De Colo, 77
Dick Bunt, 72
Jim King, 74
Bob Christian, 82
Obinna Ekezie, 81
Jon Sundvold, 74
Kalin Lucas, 73
Howie Wright, 75
John Coughran, 79
A.J. English, 75
Sam Sibert, 79
Quintin Dailey, 75
Alexey Shved, 78
Steve Hawes, 81
Steve Alford, 74
Dan McClintock, 84
Darel Carrier, 75
Chris Welp, 84
Will Conroy, 74
Sam Mitchell, 78
Chet Carlisle, 77
Don Buse, 76
Kosta Perovic, 86
Dan Dickau, 72
Matt Bonner, 82
Jerry Nagel, 72
Sylvester Norris, 83
Charles O'Bannon, 77
Paul Thompson, 78
Jackson Vroman, 82
Willie Williams, 79
Rudy Hackett, 81
Tom Henderson, 75
Greg Howard, 81
Johnny Neumann, 78
George McCloud, 78
Winston Crite, 79
Acie Earl, 82
Fennis Dembo, 77
Harvey Grant, 80
Russell Cross, 82
Lou Roe, 79
Brad Sellers, 84
Avery Johnson, 70
Brandon Hunter, 79
Matt Barnes, 79
Lance Thomas, 80
Bob Dille, 75
Jack Smiley, 75
Herb Krautblatt, 73
Bob Carney, 75
Howard Carter, 77
Malik Hairston, 78
Dahntay Jones, 78
Cliff Robinson, 81
Norm Mager, 77
Rod Derline, 72
Armen Gilliam, 81
John Dickson, 82
John Barr, 75
Robert Swift, 84
Scott May, 79
Casey Shaw, 83
Tyshawn Taylor, 75
Art Harris, 76
Steve Courtin, 73
Eric Piatkowski, 79
Michael Anderson, 71
Jay Williams, 74
Tiny Archibald, 73
Chris Anstey, 84
Mardy Collins, 78
Keith Erickson, 77
Travis Leslie, 76
Leon Powe, 80
Cartier Martin, 79
DeShawn Stevenson, 77
Cotton Nash, 77
Malik Allen, 82
Gene Conley, 80
Willie Warren, 76
Duane Klueh, 75
Tyson Chandler, 85
Johnny Davis, 74
Gerard King, 81
Bruno Caboclo, 81
Norm Baker, 72
Mark Macon, 76
Tariq Abdul-Wahad, 78
Nick Anderson, 78
Stephen Graham, 78
Chris Harris, 75
Jeff McInnis, 76
Spencer Dinwiddie, 78
Jake Bornheimer, 77
Gilbert Arenas, 75
Maurice Evans, 77
Derrick Rowland, 77
Sasha Danilovic, 77
Daniel Santiago, 85
Andre Barrett, 70
Chucky Atkins, 71
Jack Givens, 77
Greg Graham, 76
Bill Wennington, 84
Ken Norman, 80
Gerry Calabrese, 73
Andre Miller, 74
Gene Rock, 69
Harold Brown, 72
Guy Williams, 81
Dean Oliver, 71
Terry Tyler, 79
Tamar Slay, 80
Kevin Gamble, 77
Bill McGill, 81
Al Williams, 78
Charles Claxton, 84
Tim Ohlbrecht, 83
Daniel Gibson, 74
Craig Ehlo, 78
Kent Bazemore, 77
Bob Brannum, 77
Wayne Pack, 72
Harry Laurie, 73
James Worthy, 81
Yinka Dare, 84
Archie Clark, 74
Lynn Greer, 74
Willie Worsley, 69
Jeff Cook, 82
Darryl Johnson, 73
Jack Kerris, 78
Dave Robisch, 82
Leonard Taylor, 80
Robert Hite, 74
Chris Webber, 81
Bruce Bowen, 79
David Thompson, 76
Chick Halbert, 81
Robert Churchwell, 78
Trenton Hassell, 77
Ray Williams, 75
James Anderson, 78
Ronald Taylor, 85
Greg Kelser, 79
Johnny Dawkins, 74
Anthony Carter, 73
John Tresvant, 79
Ward Williams, 76
Tom Hammonds, 81
Stan Pietkiewicz, 77
Larry Hennessy, 75
Jimmy Carruth, 82
Fred Vinson, 76
Dick Triptow, 72
Milos Babic, 84
Jan Van Breda Kolff, 79
Marcus Landry, 79
Ricky Blanton, 79
Casey Jacobsen, 78
Cheikh Samb, 85
Stephen Jackson, 80
Stephen Previs, 75
Andreas Glyniadakis, 85
Hook Dillon, 75
Mike Harper, 82
Jason Lawson, 83
Anthony Johnson, 75
Marcin Gortat, 83
Petur Gudmundsson, 86
Hank Lefkowitz, 74
Larry Drew, 73
Herm Fuetsch, 72
Cliff Levingston, 80
Francisco Elson, 84
Devin Harris, 75
Hiram Fuller, 81
Bob McAdoo, 81
Red Robbins, 80
Darren Collison, 72
Sam Jacobson, 76
Swen Nater, 83
K.J. McDaniels, 78
C.J. Wilcox, 77
Randolph Mahaffey, 79
Keon Clark, 83
Charlie Bell, 75
Jim Marsh, 79
Taj Gibson, 81
Brad Davis, 75
Milt Palacio, 75
Phil Jordon, 82
Walt Wesley, 83
Mitch Richmond, 77
Howie Jolliff, 79
Bruce Douglas, 75
Alexander Volkov, 82
Carl Braun, 77
Glenn Hagan, 72
George Gervin, 79
Kurt Nimphius, 82
Ansley Truitt, 81
Gene James, 76
Rich Dumas, 75
Ralph Jackson, 74
Jeff Malone, 76
Earl Boykins, 65
Vincenzo Esposito, 75
Rodrigue Beaubois, 72
Gary Grant, 75
Sherell Ford, 79
Reggie Carter, 75
Alex Acker, 77
Craig Brackins, 82
Horace Jenkins, 73
Will Bynum, 72
Justin Hamilton, 84
Zelmo Beaty, 81
Kenny Fields, 77
Fred Christ, 76
Wayne Robinson, 80
Maurice Ager, 77
John McConathy, 77
Bruce Spraggins, 77
Al Fleming, 79
Ed Biedenbach, 73
John Roche, 75
Pervis Ellison, 81
Vincent Askew, 78
Jimmy Walker, 75
Dave Corzine, 83
Ira Harge, 81
Bob Fitzgerald, 77
Gary Zeller, 75
Carlos Rogers, 83
Dave Budd, 78
Kevin Williams, 74
Bill Closs, 77
Jim Hadnot, 82
Jack Cooley, 81
Gary Turner, 79
Alex Blackwell, 78
Jackie Dinkins, 77
Terrence Rencher, 75
A.C. Green, 81
Shammond Williams, 73
Justin Reed, 80
John Paxson, 74
Anthony Frederick, 79
Wayne Simien, 81
Kornel David, 81
Jim Davis, 81
Don Boven, 76
Jimmy Darden, 73
John McCullough, 76
Lucius Allen, 74
Bill Thieben, 79
Calbert Cheaney, 79
Jerome Allen, 76
Tom Piotrowski, 85
Mitch McGary, 82
Joel Przybilla, 85
Leroy Combs, 80
Phil Zevenbergen, 82
Mike Bratz, 74
Bill Ligon, 76
Sam Jones, 76
Gerald Green, 80
Glen Selbo, 75
Chris Douglas-Roberts, 79
Shawne Williams, 81
Rich Laurel, 78
Travis Diener, 73
Loy Petersen, 77
Walter Dukes, 84
Bob Pettit, 81
Ben Schadler, 72
Dan Roundfield, 80
Dan Majerle, 78
Christian Laettner, 83
T.J. Warren, 80
Roy Pugh, 78
Ed O'Bannon, 80
Mickey Dillard, 75
Jrue Holiday, 76
Terrence Jones, 81
Hamed Haddadi, 86
Andre Owens, 76
Lee Mayberry, 73
Walt Szczerbiak, 78
Wayne Englestad, 80
Paul Davis, 83
Dave Greenwood, 81
Michael Cage, 81
Zabian Dowdell, 75
Andrei Kirilenko, 81
Barry Orms, 75
Paul George, 81
Paul Pierce, 79
Herm Gilliam, 75
Ron Mercer, 79
Erik Murphy, 82
Sean Colson, 72
Andrew Toney, 75
Wang Zhizhi, 84
Mike Green, 82
Joe Hamood, 72
Wally Anderzunas, 79
Tom McMillen, 83
Jose Slaughter, 77
Chuck Gardner, 80
Arnie Ferrin, 74
Bob Thornton, 82
Donyell Marshall, 81
Mike Miller, 80
Jorge Gutierrez, 75
Butch Booker, 82
Tom Hoover, 81
Andy Panko, 81
Gene Gillette, 74
Raymond Felton, 73
Steve Bracey, 73
Kareem Rush, 78
Bart Kofoed, 76
Anthony Pullard, 82
Andre Spencer, 78
Kostas Papanikolaou, 80
Jerry Pender, 74
Jim Baechtold, 76
Larry Krystkowiak, 81
Aaron Brooks, 72
Chauncey Billups, 75
Steve Henson, 71
Harold Ellis, 77
Brent Scott, 82
Bobby Edmonds, 78
Tyrone Nesby, 78
Latrell Sprewell, 77
Hal Crisler, 75
Benoit Benjamin, 84
Mike Peplowski, 82
Robert Hawkins, 76
Mike Bloom, 78
Brian Cook, 81
Vernon Maxwell, 76
Charlie Paulk, 80
Ivan McFarlin, 80
Jo Jo White, 75
Rickey Brown, 82
Pau Gasol, 84
Cornell Warner, 81
Andy Toolson, 78
Avery Bradley, 74
Jack Marin, 79
Bill Henry, 81
Chris Owens, 79
Kevinn Pinkney, 82
Bob Love, 80
John Hazen, 74
Johnny Ezersky, 75
Aleksandar Radojevic, 87
Craig Hodges, 74
Pepe Sanchez, 76
Robert Reid, 80
Jimmy Conner, 76
Charles Hentz, 77
Stu Lantz, 75
Ron Filipek, 77
Kennard Winchester, 77
Tom Hagan, 75
Caron Butler, 79
George Dempsey, 74
Josh Smith, 81
Ralph Lewis, 78
Ron Williams, 75
Tony Parker, 74
Stacey King, 83
Mike McGee, 77
Jack Thompson, 73
Devin Green, 79
Carl McNulty, 75
John Edwards, 84
Kevin Pritchard, 75
McCoy Ingram, 80
Yaroslav Korolev, 81
DeAndre Liggins, 78
George Kaftan, 75
Earl Williams, 79
Samardo Samuels, 81
David Wesley, 72
Paul Griffin, 81
Chuck Gilmur, 76
Billy Cunningham, 78
Bob Davis, 79
Tony Smith, 75
Nate DeLong, 78
Dermie O'Connell, 72
Vern Mikkelsen, 79
Glen Combs, 74
Mike Barr, 75
Don May, 76
Yao Ming, 90
Mike Morrison, 76
Stephen Thompson, 76
Rodney Rogers, 79
Bryce Cotton, 73
Earl Tatum, 77
Wah Wah Jones, 76
Michael Hawkins, 72
Ken Austin, 81
Shaler Halimon, 77
Gary Alexander, 79
Dick Cunningham, 82
Dave Magley, 80
Ricky Grace, 73
Rich Eichhorst, 75
John Barber, 78
John Brisker, 77
Dionte Christmas, 77
Geoff Huston, 74
Michael Jackson, 74
Warren Fenley, 75
Richard Parks, 79
Bucky Bockhorn, 76
Chris Porter, 79
Billy Thompson, 79
Purvis Short, 79
Donnie Boyce, 77
Scott Haskin, 83
Herschell Turner, 74
George Johnson, 79
Ralph Simpson, 77
Kevin Johnson, 73
Ray Owes, 81
Danny Granger, 81
Ricky Marsh, 75
Andrae Patterson, 81
Kelenna Azubuike, 77
Al Horford, 82
Alexander Johnson, 81
Robin Lopez, 84
James Ray, 80
Darwin Cook, 75
Jeryl Sasser, 78
Pat Dunn, 74
Ed Beach, 75
Stacey Augmon, 80
Jack Molinas, 78
Trevor Wilson, 79
Sam Mack, 79
Vince Boryla, 77
Mike Glenn, 74
Herschel Baltimore, 76
Jerald Honeycutt, 81
Mitchell Wiggins, 76
Alaa Abdelnaby, 82
Greg Oden, 84
Pat Frink, 76
Sean Lampley, 79
Emanual Davis, 76
Billy Hassett, 71
Matt Carroll, 78
Mark Randall, 80
Chris Kaman, 84
Brian Mahoney, 75
Josh Akognon, 71
Terry Crosby, 76
Ersan Ilyasova, 81
Greg Anderson, 82
Rick Darnell, 82
James Bailey, 81
Allen Iverson, 72
Yakhouba Diawara, 79
Buddy O'Grady, 71
Rob Kurz, 81
Quinton Ross, 78
Dick Groat, 71
Jerry Reynolds, 80
Gail Goodrich, 73
Lari Ketner, 81
Kevin Grevey, 77
Reggie Jackson, 75
Chris Mills, 78
Dick Mehen, 77
Jim Barnett, 76
Terence Morris, 81
Boo Ellis, 77
Jarvis Varnado, 81
Herb White, 74
Luol Deng, 81
Lindsay Hairston, 79
Mel Nowell, 74
Cedric Hunter, 72
Tony Zeno, 80
Al Negratti, 75
Norris Coleman, 80
Earl Cureton, 81
Maurice Carter, 77
Norm Swanson, 78
Paul Ruffner, 82
Bob Harris, 79
Paul Huston, 75
Bob McNeill, 73
Ben Handlogten, 82
Jim Bradley, 80
Jamal Crawford, 77
Joe Ingles, 80
Tharon Mayes, 75
Mike Barrett, 74
Harold Kottman, 80
Kenny Green, 78
Samuel Robinson, 79
Al Eberhard, 78
Kyle Lowry, 72
Ognjen Kuzmic, 85
Lanard Copeland, 78
Ralph Drollinger, 86
Zydrunas Ilgauskas, 87
Shaquille O'Neal, 85
Lamont Strothers, 76
Kobe Bryant, 78
Daniel Ewing, 75
Bob Gross, 78
